asset_id,event_id,thermal_stress,mean_effective_load
SUB-SGW-084,EVT-01,0.0,0.9348
SUB-SGW-085,EVT-01,0.0,0.6188
SUB-SGW-086,EVT-01,0.0,0.7563
SUB-SGW-087,EVT-01,0.0,0.9164
SUB-SGW-088,EVT-01,0.0,0.6834
SUB-SGW-089,EVT-01,0.0,0.7481
SUB-SGW-090,EVT-01,0.0,0.7696
SUB-SGW-091,EVT-01,0.0,0.7666
SUB-SGW-092,EVT-01,0.0,0.5777
SUB-SGW-093,EVT-01,0.0,0.6588
SUB-SGW-094,EVT-01,0.0,0.9718
SUB-SGW-095,EVT-01,0.0,0.9687
SUB-SGW-096,EVT-01,0.0,0.7009
SUB-SGW-097,EVT-01,0.0,0.5726
SUB-SGW-098,EVT-01,0.0398,0.9133
SUB-SGW-099,EVT-01,0.0,0.6373
SUB-SGW-100,EVT-01,0.0,0.7604
SUB-SGW-101,EVT-01,0.0,0.8148
SUB-SGW-102,EVT-01,0.0,0.7347
SUB-SGW-103,EVT-01,0.0,0.5695
SUB-SGW-104,EVT-01,0.0,0.8681
SUB-SGW-105,EVT-01,0.0,0.7163
SUB-SGW-106,EVT-01,0.0504,0.9143
SUB-SGW-107,EVT-01,0.0002,0.8415
SUB-SGW-108,EVT-01,0.0,0.9102
SUB-SGW-109,EVT-01,0.0,0.8466
SUB-SGW-110,EVT-01,0.0,0.8168
SUB-SGW-111,EVT-01,0.0,0.7194
SUB-SGW-112,EVT-01,0.0,0.5736
SUB-SGW-113,EVT-01,0.0,0.6249
SUB-SGW-114,EVT-01,0.0,0.7594
SUB-SGW-115,EVT-01,0.0,0.7707
SUB-SGW-116,EVT-01,0.0,0.9656
SUB-SGW-117,EVT-01,0.0,0.6721
SUB-SGW-118,EVT-01,0.0653,0.9338
SUB-SGW-119,EVT-01,0.0,0.8138
SUB-SGW-120,EVT-01,0.0,0.6732
SUB-SGW-121,EVT-01,0.0,0.7224
SUB-SGW-122,EVT-01,0.0,0.7717
SUB-SGW-123,EVT-01,0.0,0.6906
SUB-SGW-124,EVT-01,0.0,0.8117
SUB-SGW-125,EVT-01,0.0,0.9256
SUB-SGW-126,EVT-01,0.0,0.627
SUB-SGW-127,EVT-01,0.0,0.9082
SUB-SGW-128,EVT-01,0.0,0.7963
SUB-SGW-129,EVT-01,0.0625,0.9492
SUB-SGW-130,EVT-01,0.0,0.7512
SUB-SGW-131,EVT-01,0.0,0.7501
SUB-SGW-132,EVT-01,0.0,0.704
SUB-SGW-133,EVT-01,0.0,0.6865
SUB-SGW-134,EVT-01,0.0,0.706
SUB-SGW-135,EVT-01,0.0,0.7409
SUB-SGW-136,EVT-01,0.0,0.823
SUB-SGW-137,EVT-01,0.0,0.6414
SUB-SGW-138,EVT-01,0.037,0.9636
SUB-SGW-139,EVT-01,0.004,0.9543
SUB-SGW-140,EVT-01,0.0,0.9728
SUB-SGW-141,EVT-01,0.0,0.942
SUB-SGW-142,EVT-01,0.0,0.7994
SUB-SGW-143,EVT-01,0.0,0.7973
SUB-SGW-144,EVT-01,0.0,0.9071
SUB-SGW-145,EVT-01,0.0,0.7655
SUB-SGW-146,EVT-01,0.0,0.7358
SUB-SGW-147,EVT-01,0.0151,0.9225
SUB-SGW-148,EVT-01,0.0006,0.9697
SUB-SGW-149,EVT-01,0.0004,0.9708
SUB-SGW-150,EVT-01,0.0,0.8948
SUB-SGW-151,EVT-01,0.0,0.785
SUB-SGW-152,EVT-01,0.0,0.6044
SUB-SGW-153,EVT-01,0.0,0.8507
SUB-SGW-154,EVT-01,0.0,0.7994
SUB-SGW-155,EVT-01,0.0,0.8209
SUB-SGW-156,EVT-01,0.0,0.6557
SUB-SGW-157,EVT-01,0.0,0.5849
SUB-SGW-158,EVT-01,0.0131,0.8989
SUB-SGW-159,EVT-01,0.0,0.7789
SUB-SGW-160,EVT-01,0.0,0.5859
SUB-SGW-161,EVT-01,0.0,0.6578
SUB-SGW-162,EVT-01,0.0,0.9348
SUB-SGW-163,EVT-01,0.0,0.5695
SUB-SGW-164,EVT-01,0.0,0.7871
SUB-SGW-165,EVT-01,0.0,0.8179
SUB-SGW-166,EVT-01,0.0,0.7932
SUB-SGW-167,EVT-01,0.0,0.5962
SUB-SGW-168,EVT-01,0.0,0.9307
SUB-SGW-169,EVT-01,0.0,0.8384
SUB-SGW-170,EVT-01,0.0,0.901
SUB-SGW-171,EVT-01,0.0,0.9585
SUB-SGW-172,EVT-01,0.0,0.5983
SUB-SGW-173,EVT-01,0.0,0.8589
SUB-SGW-174,EVT-01,0.0,0.9718
SUB-SGW-175,EVT-01,0.0,0.6568
SUB-SGW-176,EVT-01,0.0,0.7563
SUB-SGW-177,EVT-01,0.0,0.705
SUB-SGW-178,EVT-01,0.0,0.9533
SUB-SGW-179,EVT-01,0.0,0.783
SUB-SGW-180,EVT-01,0.0,0.9636
SUB-SGW-181,EVT-01,0.0,0.7932
SUB-SGW-182,EVT-01,0.0008,0.9307
SUB-SGW-183,EVT-01,0.0,0.8548
SUB-SGW-184,EVT-01,0.0,0.7686
SUB-SGW-185,EVT-01,0.0,0.8507
SUB-SGW-186,EVT-01,0.0,0.8415
SUB-SGW-187,EVT-01,0.0,0.6711
SUB-SGW-188,EVT-01,0.0,0.7861
SUB-SGW-189,EVT-01,0.0,0.7091
SUB-SGW-190,EVT-01,0.0,0.6321
SUB-SGW-191,EVT-01,0.0,0.743
SUB-SGW-192,EVT-01,0.0003,0.8979
SUB-SGW-193,EVT-01,0.0,0.7173
SUB-SGW-194,EVT-01,0.0,0.5911
SUB-SGW-195,EVT-01,0.0,0.7419
SUB-SGW-196,EVT-01,0.0,0.7932
SUB-SGW-197,EVT-01,0.0,0.7296
SUB-SGW-198,EVT-01,0.1067,0.9513
SUB-SGW-199,EVT-01,0.1584,0.9646
SUB-SGW-200,EVT-01,0.0,0.8312
SUB-SGW-201,EVT-01,0.0,0.628
SUB-SGW-202,EVT-01,0.0,0.589
SUB-SGW-203,EVT-01,0.0,0.8384
SUB-SGW-204,EVT-01,0.0,0.6804
SUB-SGW-205,EVT-01,0.0,0.939
SUB-SGW-206,EVT-01,0.0,0.7871
SUB-SGW-207,EVT-01,0.0,0.7717
SUB-SGW-208,EVT-01,0.0,0.6639
SUB-SGW-209,EVT-01,0.0,0.7953
SUB-SGW-210,EVT-01,0.0,0.5993
SUB-SGW-211,EVT-01,0.0002,0.8558
SUB-SGW-212,EVT-01,0.0,0.6229
SUB-SGW-213,EVT-01,0.0473,0.9687
SUB-SGW-214,EVT-01,0.0,0.8723
SUB-SGW-215,EVT-01,0.0,0.7676
SUB-SGW-216,EVT-01,0.0,0.7471
SUB-SGW-217,EVT-01,0.0,0.9215
SUB-SGW-218,EVT-01,0.0,0.8764
SUB-SGW-219,EVT-01,0.0,0.5839
SUB-SGW-220,EVT-01,0.0,0.8271
SUB-SGW-221,EVT-01,0.0,0.7501
SUB-SGW-222,EVT-01,0.0,0.6424
SUB-SGW-223,EVT-01,0.0,0.5818
SUB-SGW-224,EVT-01,0.0,0.8271
SUB-SGW-225,EVT-01,0.0,0.5931
SUB-SGW-226,EVT-01,0.0,0.8476
SUB-SGW-227,EVT-01,0.0,0.8425
SUB-SGW-228,EVT-01,0.0,0.6362
SUB-SGW-229,EVT-01,0.0,0.7912
SUB-SGW-230,EVT-01,0.0,0.8312
SUB-SGW-231,EVT-01,0.0,0.8066
SUB-SGW-232,EVT-01,0.0,0.8764
SUB-SGW-233,EVT-01,0.0,0.7768
SUB-SGW-234,EVT-01,0.0,0.7953
SUB-SGW-235,EVT-01,0.0,0.7912
SUB-SGW-236,EVT-01,0.0,0.5972
SUB-SGW-237,EVT-01,0.0021,0.9585
SUB-SGW-238,EVT-01,0.0,0.8374
SUB-SGW-239,EVT-01,0.0,0.7419
SUB-SGW-240,EVT-01,0.0,0.7614
SUB-SGW-241,EVT-01,0.0,0.5747
SUB-SGW-242,EVT-01,0.0,0.6065
SUB-SGW-243,EVT-01,0.0,0.7317
SUB-SGW-244,EVT-01,0.0,0.7799
SUB-SGW-245,EVT-01,0.0,0.8907
SUB-SGW-246,EVT-01,0.0,0.7614
SUB-SGW-247,EVT-01,0.0,0.6198
SUB-SGW-248,EVT-01,0.0494,0.94
SUB-SGW-249,EVT-01,0.0003,0.9523
SUB-SGW-250,EVT-01,0.0,0.5952
SUB-SGW-251,EVT-01,0.0,0.8979
SUB-SGW-252,EVT-01,0.0,0.6598
SUB-SGW-253,EVT-01,0.0,0.6003
SUB-SGW-254,EVT-01,0.0,0.8086
SUB-SGW-255,EVT-01,0.0,0.6988
SUB-SGW-256,EVT-01,0.0045,0.8897
SUB-SGW-257,EVT-01,0.0671,0.9615
SUB-SGW-258,EVT-01,0.0,0.9472
SUB-SGW-259,EVT-01,0.0,0.8055
SUB-SGW-260,EVT-01,0.057,0.9154
SUB-SGW-261,EVT-01,0.0,0.8445
SUB-SGW-262,EVT-01,0.0,0.6352
SUB-SGW-263,EVT-01,0.0,0.627
SUB-SGW-264,EVT-01,0.0,0.8076
SUB-SGW-265,EVT-01,0.0,0.7614
SUB-SGW-266,EVT-01,0.0,0.7686
SUB-SGW-267,EVT-01,0.0,0.7625
SUB-SGW-268,EVT-01,0.0,0.6701
SUB-SGW-269,EVT-01,0.0,0.7635
SUB-SGW-270,EVT-01,0.0,0.9266
SUB-SGW-271,EVT-01,0.0,0.666
SUB-SGW-272,EVT-01,0.0,0.7142
SUB-SGW-273,EVT-01,0.0,0.7943
SUB-SGW-274,EVT-01,0.0,0.902
SUB-SGW-275,EVT-01,0.0352,0.8743
SUB-SGW-276,EVT-01,0.0,0.6947
SUB-SGW-277,EVT-01,0.0,0.8435
SUB-SGW-278,EVT-01,0.0,0.6865
SUB-SGW-279,EVT-01,0.0,0.6342
SUB-SGW-280,EVT-01,0.0,0.5808
SUB-SGW-281,EVT-01,0.0,0.9266
SUB-SGW-282,EVT-01,0.0,0.8661
SUB-SGW-283,EVT-01,0.0,0.9133
SUB-SGW-284,EVT-01,0.0,0.9369
SUB-SGW-285,EVT-01,0.0,0.6424
SUB-SGW-286,EVT-01,0.0,0.7748
SUB-SGW-287,EVT-01,0.0,0.6988
SUB-SGW-288,EVT-01,0.0004,0.9502
SUB-SGW-289,EVT-01,0.0,0.9472
SUB-SGW-290,EVT-01,0.0,0.6978
SUB-SGW-291,EVT-01,0.0,0.5706
SUB-SGW-292,EVT-01,0.0,0.8917
SUB-SGW-293,EVT-01,0.0,0.9092
SUB-SGW-294,EVT-01,0.0,0.7594
SUB-SGW-295,EVT-01,0.0,0.8445
SUB-SGW-296,EVT-01,0.0,0.7388
SUB-SGW-297,EVT-01,0.0,0.5983
SUB-SGW-298,EVT-01,0.0,0.7563
SUB-SGW-299,EVT-01,0.0,0.5726
SUB-SGW-300,EVT-01,0.0,0.9461
SUB-SGW-301,EVT-01,0.0,0.7286
SUB-SGW-302,EVT-01,0.0,0.9256
SUB-SGW-303,EVT-01,0.0,0.7881
SUB-SGW-304,EVT-01,0.0,0.9041
SUB-SGW-305,EVT-01,0.0,0.705
SUB-SGW-306,EVT-01,0.0,0.6506
SUB-SGW-307,EVT-01,0.0,0.8076
SUB-SGW-308,EVT-01,0.0,0.7686
SUB-SGW-309,EVT-01,0.0,0.6475
SUB-SGW-310,EVT-01,0.0,0.7173
SUB-SGW-311,EVT-01,0.0,0.6968
SUB-SGW-312,EVT-01,0.0,0.9143
SUB-SGW-313,EVT-01,0.0,0.6352
SUB-SGW-314,EVT-01,0.0,0.6434
SUB-SGW-315,EVT-01,0.0,0.7737
SUB-SGW-316,EVT-01,0.0,0.746
SUB-SGW-317,EVT-01,0.0,0.8394
SUB-SGW-318,EVT-01,0.0,0.8528
SUB-SGW-319,EVT-01,0.0,0.7255
SUB-SGW-320,EVT-01,0.0,0.7163
SUB-SGW-321,EVT-01,0.0,0.6373
SUB-SGW-322,EVT-01,0.0,0.8466
SUB-SGW-323,EVT-01,0.0,0.94
SUB-SGW-324,EVT-01,0.0,0.6947
SUB-SGW-325,EVT-01,0.0,0.9369
SUB-SGW-326,EVT-01,0.0,0.7245
SUB-SGW-327,EVT-01,0.0,0.667
SUB-SGW-328,EVT-01,0.0,0.7799
SUB-SGW-329,EVT-01,0.0,0.7532
SUB-SGW-330,EVT-01,0.0,0.6167
SUB-SGW-331,EVT-01,0.0,0.861
SUB-SGW-332,EVT-01,0.0,0.6075
SUB-SGW-333,EVT-01,0.0,0.6106
SUB-SGW-334,EVT-01,0.0,0.627
SUB-SGW-335,EVT-01,0.0,0.8651
SUB-SGW-336,EVT-01,0.0,0.7737
SUB-SGW-337,EVT-01,0.0,0.7819
SUB-SGW-338,EVT-01,0.0,0.9
SUB-SGW-339,EVT-01,0.0,0.5818
SUB-SGW-340,EVT-01,0.0062,0.9328
SUB-SGW-341,EVT-01,0.0,0.8066
SUB-SGW-342,EVT-01,0.0,0.7081
SUB-SGW-343,EVT-01,0.0,0.6701
SUB-SGW-344,EVT-01,0.0,0.8179
SUB-SGW-345,EVT-01,0.1371,0.9502
SUB-SGW-346,EVT-01,0.0,0.6167
SUB-SGW-347,EVT-01,0.0,0.9061
SUB-SGW-348,EVT-01,0.0,0.7635
SUB-SGW-349,EVT-01,0.0,0.6249
SUB-SGW-350,EVT-01,0.0,0.6444
SUB-SGW-351,EVT-01,0.0,0.628
SUB-SGW-352,EVT-01,0.0,0.8753
SUB-SGW-353,EVT-01,0.0,0.942
SUB-SGW-354,EVT-01,0.0006,0.8825
SUB-SGW-355,EVT-01,0.0,0.7204
SUB-SGW-356,EVT-01,0.0,0.8004
SUB-SGW-357,EVT-01,0.0,0.7522
SUB-SGW-358,EVT-01,0.0,0.7809
SUB-SGW-359,EVT-01,0.0696,0.9626
SUB-SGW-360,EVT-01,0.0,0.8302
SUB-SGW-361,EVT-01,0.0,0.825
SUB-SGW-362,EVT-01,0.0,0.9133
SUB-SGW-363,EVT-01,0.0,0.7512
SUB-SGW-364,EVT-01,0.0,0.7758
SUB-SGW-365,EVT-01,0.0,0.7347
SUB-SGW-366,EVT-01,0.0,0.7625
SUB-SGW-367,EVT-01,0.0,0.7666
SUB-SGW-368,EVT-01,0.0,0.5654
SUB-SGW-369,EVT-01,0.0,0.6773
SUB-SGW-370,EVT-01,0.0,0.6311
SUB-SGW-371,EVT-01,0.0,0.8887
SUB-SGW-372,EVT-01,0.0,0.6475
SUB-SGW-373,EVT-01,0.0,0.9697
SUB-SGW-374,EVT-01,0.0,0.7563
SUB-SGW-375,EVT-01,0.0,0.8261
SUB-SGW-376,EVT-01,0.0,0.6978
SUB-SGW-377,EVT-01,0.0,0.5644
SUB-SGW-378,EVT-01,0.0,0.8938
SUB-SGW-379,EVT-01,0.0,0.8456
SUB-SGW-380,EVT-01,0.0,0.5788
SUB-SGW-381,EVT-01,0.0,0.8671
SUB-SGW-382,EVT-01,0.0,0.9154
SUB-SGW-383,EVT-01,0.0,0.705
SUB-SGW-384,EVT-01,0.0013,0.9338
SUB-SGW-385,EVT-01,0.0009,0.8158
SUB-SGW-386,EVT-01,0.0,0.705
SUB-SGW-387,EVT-01,0.0,0.6568
SUB-SGW-388,EVT-01,0.0,0.7819
SUB-SGW-389,EVT-01,0.0,0.7707
SUB-SGW-390,EVT-01,0.0,0.7276
SUB-SGW-391,EVT-01,0.0,0.6906
SUB-SGW-392,EVT-01,0.1741,0.9564
SUB-SGW-393,EVT-01,0.0,0.5829
SUB-SGW-394,EVT-01,0.0,0.7727
SUB-SGW-395,EVT-01,0.0,0.8374
SUB-SGW-396,EVT-01,0.0,0.8445
SUB-SGW-397,EVT-01,0.0,0.6773
SUB-SGW-398,EVT-01,0.0,0.8651
SUB-SGW-399,EVT-01,0.0,0.9277
SUB-SGW-400,EVT-01,0.0,0.7419
SUB-SGW-401,EVT-01,0.0,0.7132
SUB-SGW-402,EVT-01,0.0,0.7265
SUB-SGW-403,EVT-01,0.0,0.9297
SUB-SGW-404,EVT-01,0.0,0.8445
SUB-SGW-405,EVT-01,0.0,0.8384
SUB-SGW-406,EVT-01,0.0,0.7635
SUB-SGW-407,EVT-01,0.0006,0.862
SUB-SGW-408,EVT-01,0.0,0.8856
SUB-SGW-409,EVT-01,0.0,0.7122
SUB-SGW-410,EVT-01,0.0,0.5767
SUB-SGW-411,EVT-01,0.0026,0.8979
SUB-SGW-412,EVT-01,0.0,0.6065
SUB-SGW-413,EVT-01,0.0,0.7091
SUB-SGW-414,EVT-01,0.0,0.8528
SUB-SGW-415,EVT-01,0.0,0.7645
SUB-SGW-416,EVT-01,0.0,0.6968
SUB-SGW-417,EVT-01,0.0,0.6424
SUB-SGW-418,EVT-01,0.0,0.6301
SUB-SGW-419,EVT-01,0.0,0.8117
SUB-SGW-420,EVT-01,0.0,0.7111
SUB-SGW-421,EVT-01,0.0,0.7645
SUB-SGW-422,EVT-01,0.0,0.7337
SUB-SGW-423,EVT-01,0.0,0.7922
SUB-SGW-424,EVT-01,0.0,0.7491
SUB-SGW-425,EVT-01,0.0,0.6126
SUB-SGW-426,EVT-01,0.0,0.5818
SUB-SGW-427,EVT-01,0.0,0.9236
SUB-SGW-428,EVT-01,0.0,0.6999
SUB-SGW-429,EVT-01,0.0,0.5654
SUB-SGW-430,EVT-01,0.0,0.8312
SUB-SGW-431,EVT-01,0.0,0.6362
SUB-SGW-432,EVT-01,0.0,0.8415
SUB-SGW-433,EVT-01,0.0,0.6147
SUB-SGW-434,EVT-01,0.0,0.6342
SUB-SGW-435,EVT-01,0.0,0.9379
SUB-SGW-436,EVT-01,0.0,0.6054
SUB-SGW-437,EVT-01,0.0,0.94
SUB-SGW-438,EVT-01,0.0,0.6208
SUB-SGW-439,EVT-01,0.0058,0.902
SUB-SGW-440,EVT-01,0.0,0.6444
SUB-SGW-441,EVT-01,0.0,0.7655
SUB-SGW-442,EVT-01,0.1183,0.9687
SUB-SGW-443,EVT-01,0.0,0.7481
SUB-SGW-444,EVT-01,0.0,0.862
SUB-SGW-445,EVT-01,0.0,0.707
SUB-SGW-446,EVT-01,0.0,0.9195
SUB-SGW-447,EVT-01,0.0,0.8692
SUB-SGW-448,EVT-01,0.0,0.704
SUB-SGW-449,EVT-01,0.0,0.6485
SUB-SGW-450,EVT-01,0.0,0.5962
SUB-SGW-451,EVT-01,0.0,0.6239
SUB-SGW-452,EVT-01,0.0,0.6547
SUB-SGW-453,EVT-01,0.0,0.7235
SUB-SGW-454,EVT-01,0.0,0.7224
SUB-SGW-455,EVT-01,0.0001,0.8825
SUB-SGW-456,EVT-01,0.0,0.7224
SUB-SGW-457,EVT-01,0.0,0.7111
SUB-SGW-458,EVT-01,0.0,0.628
SUB-SGW-459,EVT-01,0.0,0.785
SUB-SGW-460,EVT-01,0.0,0.8292
SUB-SGW-461,EVT-01,0.0,0.8907
SUB-SGW-462,EVT-01,0.0,0.6167
SUB-SGW-463,EVT-01,0.0,0.939
SUB-SGW-464,EVT-01,0.0,0.667
SUB-SGW-465,EVT-01,0.0,0.7132
SUB-SGW-466,EVT-01,0.0,0.6095
SUB-SGW-467,EVT-01,0.0264,0.94
SUB-SGW-468,EVT-01,0.0043,0.9092
SUB-SGW-469,EVT-01,0.0,0.7902
SUB-SGW-470,EVT-01,0.0,0.6362
SUB-SGW-471,EVT-01,0.1193,0.9472
SUB-SGW-472,EVT-01,0.0,0.9184
SUB-SGW-473,EVT-01,0.0,0.6978
SUB-SGW-474,EVT-01,0.0,0.7984
SUB-SGW-475,EVT-01,0.0,0.7932
SUB-SGW-476,EVT-01,0.0,0.822
SUB-SGW-477,EVT-01,0.0,0.8168
SUB-SGW-478,EVT-01,0.0,0.7368
SUB-SGW-479,EVT-01,0.0044,0.8917
SUB-SGW-480,EVT-01,0.0,0.7471
SUB-SGW-481,EVT-01,0.0,0.5706
SUB-SGW-482,EVT-01,0.0019,0.9215
SUB-SGW-483,EVT-01,0.0038,0.9205
SUB-SGW-484,EVT-01,0.0,0.9307
SUB-SGW-485,EVT-01,0.0,0.902
SUB-SGW-486,EVT-01,0.0,0.8168
SUB-SGW-487,EVT-01,0.0,0.6054
SUB-SGW-488,EVT-01,0.0,0.6865
SUB-SGW-489,EVT-01,0.0,0.94
SUB-SGW-490,EVT-01,0.1007,0.9564
SUB-SGW-491,EVT-01,0.0,0.6629
SUB-SGW-492,EVT-01,0.0123,0.8712
SUB-SGW-493,EVT-01,0.071,0.9728
SUB-SGW-494,EVT-01,0.0,0.8476
SUB-SGW-495,EVT-01,0.0,0.7347
SUB-SGW-496,EVT-01,0.0,0.5952
SUB-SGW-497,EVT-01,0.0,0.8599
SUB-SGW-498,EVT-01,0.0,0.6865
SUB-SGW-499,EVT-01,0.0,0.7194
SUB-SGW-500,EVT-01,0.0,0.8866
SUB-SGW-501,EVT-01,0.0,0.8117
SUB-SGW-502,EVT-01,0.0,0.6444
SUB-SGW-503,EVT-01,0.0,0.6793
SUB-SGW-504,EVT-01,0.0065,0.9102
SUB-SGW-505,EVT-01,0.0018,0.9092
SUB-SGW-506,EVT-01,0.0,0.8199
SUB-SGW-507,EVT-01,0.0,0.8917
SUB-SGW-508,EVT-01,0.0,0.9
SUB-SGW-509,EVT-01,0.0,0.7265
SUB-SGW-510,EVT-01,0.0,0.7152
SUB-SGW-511,EVT-01,0.0,0.8384
SUB-SGW-512,EVT-01,0.0,0.6824
SUB-SGW-513,EVT-01,0.0,0.6301
SUB-SGW-514,EVT-01,0.2047,0.9543
SUB-SGW-515,EVT-01,0.0,0.9174
SUB-SGW-516,EVT-01,0.0,0.8856
SUB-SGW-517,EVT-01,0.0,0.9667
SUB-SGW-518,EVT-01,0.0,0.7152
SUB-SGW-519,EVT-01,0.0,0.7501
SUB-SGW-520,EVT-01,0.0,0.7707
SUB-SGW-521,EVT-01,0.0,0.8959
SUB-SGW-522,EVT-01,0.0,0.6208
SUB-SGW-523,EVT-01,0.0,0.9154
SUB-SGW-524,EVT-01,0.0,0.707
SUB-SGW-525,EVT-01,0.0,0.6219
SUB-SGW-526,EVT-01,0.0,0.8107
SUB-SGW-527,EVT-01,0.0576,0.9184
SUB-SGW-528,EVT-01,0.0,0.5665
SUB-SGW-529,EVT-01,0.0,0.6424
SUB-SGW-530,EVT-01,0.0,0.8815
SUB-SGW-531,EVT-01,0.0,0.6044
SUB-SGW-532,EVT-01,0.0,0.8322
SUB-SGW-533,EVT-01,0.0,0.9708
SUB-SGW-534,EVT-01,0.0036,0.863
SUB-SGW-535,EVT-01,0.0,0.7347
SUB-SGW-536,EVT-01,0.0,0.8425
SUB-SGW-537,EVT-01,0.0,0.783
SUB-SGW-538,EVT-01,0.0,0.7635
SUB-SGW-539,EVT-01,0.0,0.5952
SUB-SGW-540,EVT-01,0.0,0.6332
SUB-SGW-541,EVT-01,0.0,0.7111
SUB-SGW-542,EVT-01,0.0,0.9082
SUB-SGW-543,EVT-01,0.0,0.5788
SUB-SGW-544,EVT-01,0.0269,0.9082
SUB-SGW-545,EVT-01,0.0,0.6188
SUB-SGW-546,EVT-01,0.0,0.6013
SUB-SGW-547,EVT-01,0.0,0.783
SUB-SGW-548,EVT-01,0.0035,0.9123
SUB-SGW-549,EVT-01,0.0,0.7399
SUB-SGW-550,EVT-01,0.0,0.8261
SUB-SGW-551,EVT-01,0.0,0.6988
SUB-SGW-552,EVT-01,0.0,0.6485
SUB-SGW-553,EVT-01,0.0389,0.9236
SUB-SGW-554,EVT-01,0.0,0.6773
SUB-SGW-555,EVT-01,0.0,0.8764
SUB-SGW-556,EVT-01,0.0,0.862
SUB-SGW-557,EVT-01,0.0,0.629
SUB-SGW-558,EVT-01,0.0,0.5736
