event_id,hour_index,temp_c
EVT-05,72,29.568
EVT-05,73,28.907
EVT-05,74,28.117
EVT-05,75,28.451
EVT-05,76,28.991
EVT-05,77,28.991
EVT-05,78,29.277
EVT-05,79,29.926
EVT-05,80,31.052
EVT-05,81,32.552
EVT-05,82,33.552
EVT-05,83,34.045
EVT-05,84,34.297
EVT-05,85,35.975
EVT-05,86,35.842
EVT-05,87,36.611
EVT-05,88,35.898
EVT-05,89,35.412
EVT-05,90,35.242
EVT-05,91,35.308
EVT-05,92,33.714
EVT-05,93,32.45
EVT-05,94,31.519
EVT-05,95,29.725
EVT-05,96,28.992
EVT-05,97,30.062
EVT-05,98,29.588
EVT-05,99,29.0
EVT-05,100,29.031
EVT-05,101,28.75
EVT-05,102,29.909
EVT-05,103,31.529
EVT-05,104,31.815
EVT-05,105,32.557
EVT-05,106,33.099
EVT-05,107,35.305
EVT-05,108,35.54
EVT-05,109,35.492
EVT-05,110,36.218
EVT-05,111,36.211
EVT-05,112,36.535
EVT-05,113,36.278
EVT-05,114,35.367
EVT-05,115,35.063
EVT-05,116,33.834
EVT-05,117,33.207
EVT-05,118,31.62
EVT-05,119,32.031
EVT-06,0,27.79
EVT-06,1,26.438
EVT-06,2,25.945
EVT-06,3,25.062
EVT-06,4,26.147
EVT-06,5,26.086
EVT-06,6,28.216
EVT-06,7,29.309
EVT-06,8,31.675
EVT-06,9,34.191
EVT-06,10,36.993
EVT-06,11,37.618
EVT-06,12,39.688
EVT-06,13,40.761
EVT-06,14,41.522
EVT-06,15,41.864
EVT-06,16,42.2
EVT-06,17,40.856
EVT-06,18,40.648
EVT-06,19,38.216
EVT-06,20,35.668
EVT-06,21,33.803
EVT-06,22,31.506
EVT-06,23,30.17
EVT-06,24,26.762
EVT-06,25,25.759
EVT-06,26,25.45
EVT-06,27,25.39
EVT-06,28,25.729
EVT-06,29,26.208
EVT-06,30,27.266
EVT-06,31,29.315
EVT-06,32,30.517
EVT-06,33,32.359
EVT-06,34,35.394
EVT-06,35,36.795
EVT-06,36,38.869
EVT-06,37,40.246
EVT-06,38,41.117
EVT-06,39,41.672
EVT-06,40,41.351
EVT-06,41,40.277
EVT-06,42,38.719
EVT-06,43,37.24
EVT-06,44,34.981
EVT-06,45,33.019
EVT-06,46,32.022
EVT-06,47,29.07
EVT-07,0,32.024
EVT-07,1,32.083
EVT-07,2,31.583
EVT-07,3,31.45
EVT-07,4,31.364
EVT-07,5,32.089
EVT-07,6,32.815
EVT-07,7,33.241
EVT-07,8,34.04
EVT-07,9,35.471
EVT-07,10,35.779
EVT-07,11,36.811
EVT-07,12,37.899
EVT-07,13,37.855
EVT-07,14,39.279
EVT-07,15,38.698
EVT-07,16,38.759
EVT-07,17,38.466
EVT-07,18,37.936
EVT-07,19,36.961
EVT-07,20,36.114
EVT-07,21,35.089
EVT-07,22,33.907
EVT-07,23,32.819
EVT-07,24,31.743
EVT-07,25,31.871
EVT-07,26,31.369
EVT-07,27,31.589
EVT-07,28,30.975
EVT-07,29,31.753
EVT-07,30,32.543
EVT-07,31,33.835
EVT-07,32,34.497
EVT-07,33,34.918
EVT-07,34,36.224
EVT-07,35,37.731
EVT-07,36,37.718
EVT-07,37,38.798
EVT-07,38,39.223
EVT-07,39,39.207
EVT-07,40,40.305
EVT-07,41,38.665
EVT-07,42,38.379
EVT-07,43,37.07
EVT-07,44,36.63
EVT-07,45,35.74
EVT-07,46,34.129
EVT-07,47,33.385
EVT-07,48,32.644
EVT-07,49,32.886
EVT-07,50,31.853
EVT-07,51,30.974
EVT-07,52,32.781
EVT-07,53,32.15
EVT-07,54,33.004
EVT-07,55,34.581
EVT-07,56,34.825
EVT-07,57,35.844
EVT-07,58,36.446
EVT-07,59,37.24
EVT-07,60,38.65
EVT-07,61,39.493
EVT-07,62,39.866
EVT-07,63,39.687
EVT-07,64,39.752
EVT-07,65,38.613
EVT-07,66,38.901
EVT-07,67,37.959
EVT-07,68,37.726
EVT-07,69,35.912
EVT-07,70,34.505
EVT-07,71,33.904
EVT-07,72,32.486
EVT-07,73,31.692
EVT-07,74,30.781
EVT-07,75,30.495
EVT-07,76,31.39
EVT-07,77,32.235
EVT-07,78,32.344
EVT-07,79,33.46
EVT-07,80,34.497
EVT-07,81,35.226
EVT-07,82,35.821
EVT-07,83,37.183
EVT-07,84,38.41
EVT-07,85,38.77
EVT-07,86,39.254
EVT-07,87,38.905
EVT-07,88,38.873
EVT-07,89,38.51
EVT-07,90,37.906
EVT-07,91,37.572
EVT-07,92,35.208
EVT-07,93,35.132
EVT-07,94,34.06
EVT-07,95,32.586
EVT-07,96,32.773
EVT-07,97,32.289
EVT-07,98,32.775
EVT-07,99,32.304
EVT-07,100,32.265
EVT-07,101,32.584
EVT-07,102,32.997
EVT-07,103,34.685
EVT-07,104,35.163
EVT-07,105,35.57
EVT-07,106,36.338
EVT-07,107,38.082
EVT-07,108,38.655
EVT-07,109,38.737
EVT-07,110,39.876
EVT-07,111,39.732
EVT-07,112,39.917
EVT-07,113,39.485
EVT-07,114,38.434
EVT-07,115,38.108
EVT-07,116,36.698
EVT-07,117,35.697
EVT-07,118,34.63
EVT-07,119,34.337
EVT-08,0,26.416
EVT-08,1,25.233
EVT-08,2,23.377
EVT-08,3,22.215
EVT-08,4,24.09
EVT-08,5,24.383
EVT-08,6,25.521
EVT-08,7,27.388
EVT-08,8,29.503
EVT-08,9,32.382
EVT-08,10,34.122
EVT-08,11,36.617
EVT-08,12,38.057
EVT-08,13,39.084
EVT-08,14,39.898
EVT-08,15,40.568
EVT-08,16,40.383
EVT-08,17,39.606
EVT-08,18,37.755
EVT-08,19,36.174
EVT-08,20,34.292
EVT-08,21,31.71
EVT-08,22,29.215
EVT-08,23,27.301
EVT-08,24,26.252
EVT-08,25,25.143
EVT-08,26,23.249
EVT-08,27,23.264
EVT-08,28,23.649
EVT-08,29,24.957
EVT-08,30,25.775
EVT-08,31,27.571
EVT-08,32,29.223
EVT-08,33,32.176
EVT-08,34,34.113
EVT-08,35,35.961
EVT-08,36,37.875
EVT-08,37,39.778
EVT-08,38,39.772
EVT-08,39,40.126
EVT-08,40,40.675
EVT-08,41,39.357
EVT-08,42,38.247
EVT-08,43,36.384
EVT-08,44,34.164
EVT-08,45,31.844
EVT-08,46,30.121
EVT-08,47,28.208
EVT-09,0,29.383
EVT-09,1,29.814
EVT-09,2,28.793
EVT-09,3,28.513
EVT-09,4,28.868
EVT-09,5,29.624
EVT-09,6,30.074
EVT-09,7,30.493
EVT-09,8,31.788
EVT-09,9,32.431
EVT-09,10,33.067
EVT-09,11,33.871
EVT-09,12,35.056
EVT-09,13,35.425
EVT-09,14,35.263
EVT-09,15,36.274
EVT-09,16,35.621
EVT-09,17,36.095
EVT-09,18,34.331
EVT-09,19,34.082
EVT-09,20,33.016
EVT-09,21,31.985
EVT-09,22,31.259
EVT-09,23,31.303
EVT-09,24,29.644
EVT-09,25,28.664
EVT-09,26,28.351
EVT-09,27,28.704
EVT-09,28,28.786
EVT-09,29,29.306
EVT-09,30,29.052
EVT-09,31,30.662
EVT-09,32,31.968
EVT-09,33,33.128
EVT-09,34,32.642
EVT-09,35,33.938
EVT-09,36,34.654
EVT-09,37,35.62
EVT-09,38,35.429
EVT-09,39,36.711
EVT-09,40,35.934
EVT-09,41,35.512
EVT-09,42,35.633
EVT-09,43,34.252
EVT-09,44,33.56
EVT-09,45,32.178
EVT-09,46,31.009
EVT-09,47,30.454
EVT-09,48,30.272
EVT-09,49,29.563
EVT-09,50,28.707
EVT-09,51,29.341
EVT-09,52,28.554
EVT-09,53,28.826
EVT-09,54,29.795
EVT-09,55,31.538
EVT-09,56,32.374
EVT-09,57,32.356
EVT-09,58,33.188
EVT-09,59,33.66
EVT-09,60,35.085
EVT-09,61,35.684
EVT-09,62,36.291
EVT-09,63,36.46
EVT-09,64,35.896
EVT-09,65,35.842
EVT-09,66,34.773
EVT-09,67,34.531
EVT-09,68,33.255
EVT-09,69,32.72
EVT-09,70,31.766
EVT-09,71,30.784
EVT-09,72,29.226
EVT-09,73,28.862
EVT-09,74,28.825
EVT-09,75,28.234
EVT-09,76,28.77
EVT-09,77,29.138
EVT-09,78,30.378
EVT-09,79,30.648
EVT-09,80,31.862
EVT-09,81,32.492
EVT-09,82,33.078
EVT-09,83,34.205
EVT-09,84,35.18
EVT-09,85,35.932
EVT-09,86,35.757
EVT-09,87,35.272
EVT-09,88,35.123
EVT-09,89,35.324
EVT-09,90,33.953
EVT-09,91,34.869
EVT-09,92,33.531
EVT-09,93,32.117
EVT-09,94,31.006
EVT-09,95,31.002
EVT-09,96,29.321
EVT-09,97,28.857
EVT-09,98,28.853
EVT-09,99,28.934
EVT-09,100,29.284
EVT-09,101,29.581
EVT-09,102,29.729
EVT-09,103,30.874
EVT-09,104,31.056
EVT-09,105,31.518
EVT-09,106,32.899
EVT-09,107,33.703
EVT-09,108,34.51
EVT-09,109,34.945
EVT-09,110,35.5
EVT-09,111,36.054
EVT-09,112,36.371
EVT-09,113,34.639
EVT-09,114,34.248
EVT-09,115,33.709
EVT-09,116,33.474
EVT-09,117,32.164
EVT-09,118,31.035
EVT-09,119,30.753
EVT-10,0,32.956
EVT-10,1,32.057
EVT-10,2,32.127
EVT-10,3,31.802
EVT-10,4,31.923
EVT-10,5,32.179
EVT-10,6,33.334
EVT-10,7,33.82
EVT-10,8,35.014
EVT-10,9,36.079
EVT-10,10,36.673
EVT-10,11,37.167
EVT-10,12,38.542
EVT-10,13,38.892
EVT-10,14,40.112
EVT-10,15,39.319
EVT-10,16,39.35
EVT-10,17,38.822
EVT-10,18,38.086
EVT-10,19,37.266
EVT-10,20,36.607
EVT-10,21,35.753
EVT-10,22,35.062
EVT-10,23,33.843
EVT-10,24,32.263
EVT-10,25,31.285
EVT-10,26,32.114
EVT-10,27,31.108
EVT-10,28,31.836
EVT-10,29,31.924
EVT-10,30,32.515
EVT-10,31,33.103
EVT-10,32,33.715
EVT-10,33,34.587
EVT-10,34,36.611
EVT-10,35,36.845
EVT-10,36,38.006
EVT-10,37,38.69
EVT-10,38,38.336
EVT-10,39,38.794
EVT-10,40,38.518
EVT-10,41,37.673
EVT-10,42,37.481
EVT-10,43,37.035
EVT-10,44,35.72
EVT-10,45,34.845
EVT-10,46,33.961
EVT-10,47,33.994
EVT-10,48,33.395
EVT-10,49,32.513
EVT-10,50,31.994
EVT-10,51,32.014
EVT-10,52,32.517
EVT-10,53,32.904
EVT-10,54,33.269
EVT-10,55,34.388
EVT-10,56,35.338
EVT-10,57,36.102
EVT-10,58,36.502
EVT-10,59,37.798
EVT-10,60,38.556
EVT-10,61,38.61
EVT-10,62,38.673
EVT-10,63,38.616
EVT-10,64,39.329
EVT-10,65,39.056
EVT-10,66,37.884
EVT-10,67,38.019
EVT-10,68,36.781
EVT-10,69,36.315
EVT-10,70,34.979
EVT-10,71,33.524
EVT-10,72,33.05
EVT-10,73,31.983
EVT-10,74,31.26
EVT-10,75,31.753
EVT-10,76,31.437
EVT-10,77,32.65
EVT-10,78,32.619
EVT-10,79,34.228
EVT-10,80,33.568
EVT-10,81,35.417
EVT-10,82,36.879
EVT-10,83,36.832
EVT-10,84,37.88
EVT-10,85,38.363
EVT-10,86,38.615
EVT-10,87,39.111
EVT-10,88,38.37
EVT-10,89,38.479
EVT-10,90,38.15
EVT-10,91,37.102
EVT-10,92,35.907
EVT-10,93,35.775
EVT-10,94,34.71
EVT-10,95,33.121
EVT-10,96,32.847
EVT-10,97,32.865
EVT-10,98,32.393
EVT-10,99,32.474
EVT-10,100,32.152
EVT-10,101,32.277
EVT-10,102,33.595
EVT-10,103,33.762
EVT-10,104,34.938
EVT-10,105,35.188
EVT-10,106,36.525
EVT-10,107,38.037
EVT-10,108,38.103
EVT-10,109,39.295
EVT-10,110,38.401
EVT-10,111,39.235
EVT-10,112,39.265
EVT-10,113,39.666
EVT-10,114,37.922
EVT-10,115,37.902
EVT-10,116,37.176
EVT-10,117,35.52
EVT-10,118,34.714
EVT-10,119,34.04
EVT-11,0,19.553
EVT-11,1,19.174
EVT-11,2,18.199
EVT-11,3,17.698
EVT-11,4,18.035
EVT-11,5,18.896
EVT-11,6,20.044
EVT-11,7,20.908
EVT-11,8,23.37
EVT-11,9,25.027
EVT-11,10,26.516
EVT-11,11,27.533
EVT-11,12,28.858
EVT-11,13,30.207
EVT-11,14,31.035
EVT-11,15,30.533
EVT-11,16,31.209
EVT-11,17,30.853
EVT-11,18,29.497
EVT-11,19,27.6
EVT-11,20,25.927
EVT-11,21,24.621
EVT-11,22,22.695
EVT-11,23,21.308
EVT-11,24,19.901
EVT-11,25,17.941
EVT-11,26,17.809
EVT-11,27,17.345
EVT-11,28,17.681
EVT-11,29,18.739
EVT-11,30,19.854
EVT-11,31,21.42
EVT-11,32,22.656
EVT-11,33,24.187
EVT-11,34,25.874
EVT-11,35,26.907
EVT-11,36,29.532
EVT-11,37,29.939
EVT-11,38,30.943
EVT-11,39,31.242
EVT-11,40,30.243
EVT-11,41,29.698
EVT-11,42,29.615
EVT-11,43,27.717
EVT-11,44,25.743
EVT-11,45,24.18
EVT-11,46,22.921
EVT-11,47,21.234
EVT-11,48,19.93
EVT-11,49,18.592
EVT-11,50,17.471
EVT-11,51,16.826
EVT-11,52,17.954
EVT-11,53,18.396
EVT-11,54,18.694
EVT-11,55,20.58
EVT-11,56,23.549
EVT-11,57,24.049
EVT-11,58,25.49
EVT-11,59,27.009
EVT-11,60,29.517
EVT-11,61,30.219
EVT-11,62,31.116
EVT-11,63,30.882
EVT-11,64,31.055
EVT-11,65,29.54
EVT-11,66,28.874
EVT-11,67,27.527
EVT-11,68,26.34
EVT-11,69,24.17
EVT-11,70,22.048
EVT-11,71,20.698
EVT-12,0,28.658
EVT-12,1,29.263
EVT-12,2,28.368
EVT-12,3,28.272
EVT-12,4,28.85
EVT-12,5,29.489
EVT-12,6,29.8
EVT-12,7,31.213
EVT-12,8,31.639
EVT-12,9,32.628
EVT-12,10,33.672
EVT-12,11,34.058
EVT-12,12,35.81
EVT-12,13,35.106
EVT-12,14,36.262
EVT-12,15,36.646
EVT-12,16,36.18
EVT-12,17,35.903
EVT-12,18,36.163
EVT-12,19,35.014
EVT-12,20,33.302
EVT-12,21,32.319
EVT-12,22,30.927
EVT-12,23,30.724
EVT-12,24,29.219
EVT-12,25,29.39
EVT-12,26,29.112
EVT-12,27,29.181
EVT-12,28,28.907
EVT-12,29,29.2
EVT-12,30,30.8
EVT-12,31,30.864
EVT-12,32,32.145
EVT-12,33,32.71
EVT-12,34,34.271
EVT-12,35,34.409
EVT-12,36,35.662
EVT-12,37,36.019
EVT-12,38,36.673
EVT-12,39,37.556
EVT-12,40,36.67
EVT-12,41,36.79
EVT-12,42,36.453
EVT-12,43,34.98
EVT-12,44,34.392
EVT-12,45,33.138
EVT-12,46,31.904
EVT-12,47,31.161
EVT-12,48,29.825
EVT-12,49,29.04
EVT-12,50,28.604
EVT-12,51,29.268
EVT-12,52,29.463
EVT-12,53,29.209
EVT-12,54,29.226
EVT-12,55,30.665
EVT-12,56,32.151
EVT-12,57,32.974
EVT-12,58,34.141
EVT-12,59,34.856
EVT-12,60,36.326
EVT-12,61,36.714
EVT-12,62,37.224
EVT-12,63,37.194
EVT-12,64,37.199
EVT-12,65,36.761
EVT-12,66,35.55
EVT-12,67,35.215
EVT-12,68,34.386
EVT-12,69,33.462
EVT-12,70,32.098
EVT-12,71,30.549
EVT-12,72,29.273
EVT-12,73,28.867
EVT-12,74,28.33
EVT-12,75,27.788
EVT-12,76,27.927
EVT-12,77,27.952
EVT-12,78,28.2
EVT-12,79,30.25
EVT-12,80,32.227
EVT-12,81,33.087
EVT-12,82,33.045
EVT-12,83,34.493
EVT-12,84,34.702
EVT-12,85,35.42
EVT-12,86,35.878
EVT-12,87,36.408
EVT-12,88,36.284
EVT-12,89,36.046
EVT-12,90,35.553
EVT-12,91,34.298
EVT-12,92,33.451
EVT-12,93,31.93
EVT-12,94,30.761
EVT-12,95,29.703
EVT-12,96,29.782
EVT-12,97,28.512
EVT-12,98,28.823
EVT-12,99,28.208
EVT-12,100,29.512
EVT-12,101,29.029
EVT-12,102,30.19
EVT-12,103,31.208
EVT-12,104,31.386
EVT-12,105,32.868
EVT-12,106,34.128
EVT-12,107,34.949
EVT-12,108,35.902
EVT-12,109,35.882
EVT-12,110,37.048
EVT-12,111,36.773
EVT-12,112,36.966
EVT-12,113,36.782
EVT-12,114,36.025
EVT-12,115,35.042
EVT-12,116,34.163
EVT-12,117,33.113
EVT-12,118,32.367
EVT-12,119,30.759
EVT-13,0,27.504
EVT-13,1,25.618
EVT-13,2,24.452
EVT-13,3,24.9
EVT-13,4,24.903
EVT-13,5,25.331
EVT-13,6,27.331
EVT-13,7,29.421
EVT-13,8,30.196
EVT-13,9,33.402
EVT-13,10,34.124
EVT-13,11,36.978
