asset_id,event_id,failed
SUB-SGW-234,EVT-01,0
SUB-SGW-235,EVT-01,0
SUB-SGW-236,EVT-01,0
SUB-SGW-237,EVT-01,0
SUB-SGW-238,EVT-01,0
SUB-SGW-239,EVT-01,0
SUB-SGW-240,EVT-01,0
SUB-SGW-241,EVT-01,0
SUB-SGW-242,EVT-01,0
SUB-SGW-243,EVT-01,0
SUB-SGW-244,EVT-01,0
SUB-SGW-245,EVT-01,0
SUB-SGW-246,EVT-01,0
SUB-SGW-247,EVT-01,0
SUB-SGW-248,EVT-01,0
SUB-SGW-249,EVT-01,0
SUB-SGW-250,EVT-01,0
SUB-SGW-251,EVT-01,0
SUB-SGW-252,EVT-01,0
SUB-SGW-253,EVT-01,0
SUB-SGW-254,EVT-01,0
SUB-SGW-255,EVT-01,0
SUB-SGW-256,EVT-01,0
SUB-SGW-257,EVT-01,0
SUB-SGW-258,EVT-01,0
SUB-SGW-259,EVT-01,0
SUB-SGW-260,EVT-01,0
SUB-SGW-261,EVT-01,0
SUB-SGW-262,EVT-01,0
SUB-SGW-263,EVT-01,0
SUB-SGW-264,EVT-01,0
SUB-SGW-265,EVT-01,0
SUB-SGW-266,EVT-01,0
SUB-SGW-267,EVT-01,0
SUB-SGW-268,EVT-01,0
SUB-SGW-269,EVT-01,0
SUB-SGW-270,EVT-01,0
SUB-SGW-271,EVT-01,0
SUB-SGW-272,EVT-01,0
SUB-SGW-273,EVT-01,0
SUB-SGW-274,EVT-01,0
SUB-SGW-275,EVT-01,0
SUB-SGW-276,EVT-01,0
SUB-SGW-277,EVT-01,0
SUB-SGW-278,EVT-01,0
SUB-SGW-279,EVT-01,0
SUB-SGW-280,EVT-01,0
SUB-SGW-281,EVT-01,0
SUB-SGW-282,EVT-01,0
SUB-SGW-283,EVT-01,0
SUB-SGW-284,EVT-01,0
SUB-SGW-285,EVT-01,0
SUB-SGW-286,EVT-01,0
SUB-SGW-287,EVT-01,0
SUB-SGW-288,EVT-01,0
SUB-SGW-289,EVT-01,0
SUB-SGW-290,EVT-01,0
SUB-SGW-291,EVT-01,0
SUB-SGW-292,EVT-01,0
SUB-SGW-293,EVT-01,0
SUB-SGW-294,EVT-01,0
SUB-SGW-295,EVT-01,0
SUB-SGW-296,EVT-01,0
SUB-SGW-297,EVT-01,0
SUB-SGW-298,EVT-01,0
SUB-SGW-299,EVT-01,0
SUB-SGW-300,EVT-01,0
SUB-SGW-301,EVT-01,0
SUB-SGW-302,EVT-01,0
SUB-SGW-303,EVT-01,0
SUB-SGW-304,EVT-01,0
SUB-SGW-305,EVT-01,0
SUB-SGW-306,EVT-01,0
SUB-SGW-307,EVT-01,0
SUB-SGW-308,EVT-01,0
SUB-SGW-309,EVT-01,0
SUB-SGW-310,EVT-01,0
SUB-SGW-311,EVT-01,0
SUB-SGW-312,EVT-01,0
SUB-SGW-313,EVT-01,0
SUB-SGW-314,EVT-01,0
SUB-SGW-315,EVT-01,0
SUB-SGW-316,EVT-01,0
SUB-SGW-317,EVT-01,0
SUB-SGW-318,EVT-01,0
SUB-SGW-319,EVT-01,0
SUB-SGW-320,EVT-01,0
SUB-SGW-321,EVT-01,0
SUB-SGW-322,EVT-01,0
SUB-SGW-323,EVT-01,0
SUB-SGW-324,EVT-01,0
SUB-SGW-325,EVT-01,0
SUB-SGW-326,EVT-01,0
SUB-SGW-327,EVT-01,0
SUB-SGW-328,EVT-01,0
SUB-SGW-329,EVT-01,0
SUB-SGW-330,EVT-01,0
SUB-SGW-331,EVT-01,0
SUB-SGW-332,EVT-01,0
SUB-SGW-333,EVT-01,0
SUB-SGW-334,EVT-01,0
SUB-SGW-335,EVT-01,0
SUB-SGW-336,EVT-01,0
SUB-SGW-337,EVT-01,0
SUB-SGW-338,EVT-01,0
SUB-SGW-339,EVT-01,0
SUB-SGW-340,EVT-01,0
SUB-SGW-341,EVT-01,0
SUB-SGW-342,EVT-01,0
SUB-SGW-343,EVT-01,0
SUB-SGW-344,EVT-01,0
SUB-SGW-345,EVT-01,0
SUB-SGW-346,EVT-01,0
SUB-SGW-347,EVT-01,0
SUB-SGW-348,EVT-01,0
SUB-SGW-349,EVT-01,0
SUB-SGW-350,EVT-01,0
SUB-SGW-351,EVT-01,0
SUB-SGW-352,EVT-01,0
SUB-SGW-353,EVT-01,0
SUB-SGW-354,EVT-01,0
SUB-SGW-355,EVT-01,0
SUB-SGW-356,EVT-01,0
SUB-SGW-357,EVT-01,0
SUB-SGW-358,EVT-01,0
SUB-SGW-359,EVT-01,0
SUB-SGW-360,EVT-01,0
SUB-SGW-361,EVT-01,0
SUB-SGW-362,EVT-01,0
SUB-SGW-363,EVT-01,0
SUB-SGW-364,EVT-01,0
SUB-SGW-365,EVT-01,0
SUB-SGW-366,EVT-01,0
SUB-SGW-367,EVT-01,0
SUB-SGW-368,EVT-01,0
SUB-SGW-369,EVT-01,0
SUB-SGW-370,EVT-01,0
SUB-SGW-371,EVT-01,0
SUB-SGW-372,EVT-01,0
SUB-SGW-373,EVT-01,0
SUB-SGW-374,EVT-01,0
SUB-SGW-375,EVT-01,0
SUB-SGW-376,EVT-01,0
SUB-SGW-377,EVT-01,0
SUB-SGW-378,EVT-01,0
SUB-SGW-379,EVT-01,0
SUB-SGW-380,EVT-01,0
SUB-SGW-381,EVT-01,0
SUB-SGW-382,EVT-01,0
SUB-SGW-383,EVT-01,0
SUB-SGW-384,EVT-01,0
SUB-SGW-385,EVT-01,0
SUB-SGW-386,EVT-01,0
SUB-SGW-387,EVT-01,0
SUB-SGW-388,EVT-01,0
SUB-SGW-389,EVT-01,0
SUB-SGW-390,EVT-01,0
SUB-SGW-391,EVT-01,0
SUB-SGW-392,EVT-01,0
SUB-SGW-393,EVT-01,0
SUB-SGW-394,EVT-01,0
SUB-SGW-395,EVT-01,0
SUB-SGW-396,EVT-01,0
SUB-SGW-397,EVT-01,0
SUB-SGW-398,EVT-01,0
SUB-SGW-399,EVT-01,0
SUB-SGW-400,EVT-01,0
SUB-SGW-401,EVT-01,0
SUB-SGW-402,EVT-01,0
SUB-SGW-403,EVT-01,0
SUB-SGW-404,EVT-01,0
SUB-SGW-405,EVT-01,0
SUB-SGW-406,EVT-01,0
SUB-SGW-407,EVT-01,0
SUB-SGW-408,EVT-01,0
SUB-SGW-409,EVT-01,0
SUB-SGW-410,EVT-01,0
SUB-SGW-411,EVT-01,0
SUB-SGW-412,EVT-01,0
SUB-SGW-413,EVT-01,0
SUB-SGW-414,EVT-01,0
SUB-SGW-415,EVT-01,0
SUB-SGW-416,EVT-01,0
SUB-SGW-417,EVT-01,0
SUB-SGW-418,EVT-01,0
SUB-SGW-419,EVT-01,0
SUB-SGW-420,EVT-01,0
SUB-SGW-421,EVT-01,0
SUB-SGW-422,EVT-01,0
SUB-SGW-423,EVT-01,0
SUB-SGW-424,EVT-01,0
SUB-SGW-425,EVT-01,0
SUB-SGW-426,EVT-01,0
SUB-SGW-427,EVT-01,0
SUB-SGW-428,EVT-01,0
SUB-SGW-429,EVT-01,0
SUB-SGW-430,EVT-01,0
SUB-SGW-431,EVT-01,0
SUB-SGW-432,EVT-01,0
SUB-SGW-433,EVT-01,0
SUB-SGW-434,EVT-01,0
SUB-SGW-435,EVT-01,0
SUB-SGW-436,EVT-01,0
SUB-SGW-437,EVT-01,0
SUB-SGW-438,EVT-01,0
SUB-SGW-439,EVT-01,0
SUB-SGW-440,EVT-01,0
SUB-SGW-441,EVT-01,0
SUB-SGW-442,EVT-01,0
SUB-SGW-443,EVT-01,0
SUB-SGW-444,EVT-01,0
SUB-SGW-445,EVT-01,0
SUB-SGW-446,EVT-01,0
SUB-SGW-447,EVT-01,0
SUB-SGW-448,EVT-01,0
SUB-SGW-449,EVT-01,0
SUB-SGW-450,EVT-01,0
SUB-SGW-451,EVT-01,0
SUB-SGW-452,EVT-01,0
SUB-SGW-453,EVT-01,0
SUB-SGW-454,EVT-01,0
SUB-SGW-455,EVT-01,0
SUB-SGW-456,EVT-01,0
SUB-SGW-457,EVT-01,0
SUB-SGW-458,EVT-01,0
SUB-SGW-459,EVT-01,0
SUB-SGW-460,EVT-01,0
SUB-SGW-461,EVT-01,0
SUB-SGW-462,EVT-01,0
SUB-SGW-463,EVT-01,0
SUB-SGW-464,EVT-01,0
SUB-SGW-465,EVT-01,0
SUB-SGW-466,EVT-01,0
SUB-SGW-467,EVT-01,0
SUB-SGW-468,EVT-01,0
SUB-SGW-469,EVT-01,0
SUB-SGW-470,EVT-01,0
SUB-SGW-471,EVT-01,0
SUB-SGW-472,EVT-01,0
SUB-SGW-473,EVT-01,0
SUB-SGW-474,EVT-01,0
SUB-SGW-475,EVT-01,0
SUB-SGW-476,EVT-01,0
SUB-SGW-477,EVT-01,0
SUB-SGW-478,EVT-01,0
SUB-SGW-479,EVT-01,0
SUB-SGW-480,EVT-01,0
SUB-SGW-481,EVT-01,0
SUB-SGW-482,EVT-01,0
SUB-SGW-483,EVT-01,0
SUB-SGW-484,EVT-01,0
SUB-SGW-485,EVT-01,0
SUB-SGW-486,EVT-01,0
SUB-SGW-487,EVT-01,0
SUB-SGW-488,EVT-01,0
SUB-SGW-489,EVT-01,0
SUB-SGW-490,EVT-01,0
SUB-SGW-491,EVT-01,0
SUB-SGW-492,EVT-01,0
SUB-SGW-493,EVT-01,0
SUB-SGW-494,EVT-01,0
SUB-SGW-495,EVT-01,0
SUB-SGW-496,EVT-01,0
SUB-SGW-497,EVT-01,0
SUB-SGW-498,EVT-01,0
SUB-SGW-499,EVT-01,0
SUB-SGW-500,EVT-01,0
SUB-SGW-501,EVT-01,0
SUB-SGW-502,EVT-01,0
SUB-SGW-503,EVT-01,0
SUB-SGW-504,EVT-01,0
SUB-SGW-505,EVT-01,0
SUB-SGW-506,EVT-01,0
SUB-SGW-507,EVT-01,0
SUB-SGW-508,EVT-01,0
SUB-SGW-509,EVT-01,0
SUB-SGW-510,EVT-01,0
SUB-SGW-511,EVT-01,0
SUB-SGW-512,EVT-01,0
SUB-SGW-513,EVT-01,0
SUB-SGW-514,EVT-01,0
SUB-SGW-515,EVT-01,0
SUB-SGW-516,EVT-01,0
SUB-SGW-517,EVT-01,0
SUB-SGW-518,EVT-01,0
SUB-SGW-519,EVT-01,0
SUB-SGW-520,EVT-01,0
SUB-SGW-521,EVT-01,0
SUB-SGW-522,EVT-01,0
SUB-SGW-523,EVT-01,0
SUB-SGW-524,EVT-01,0
SUB-SGW-525,EVT-01,0
SUB-SGW-526,EVT-01,0
SUB-SGW-527,EVT-01,0
SUB-SGW-528,EVT-01,0
SUB-SGW-529,EVT-01,0
SUB-SGW-530,EVT-01,0
SUB-SGW-531,EVT-01,0
SUB-SGW-532,EVT-01,0
SUB-SGW-533,EVT-01,0
SUB-SGW-534,EVT-01,0
SUB-SGW-535,EVT-01,0
SUB-SGW-536,EVT-01,0
SUB-SGW-537,EVT-01,0
SUB-SGW-538,EVT-01,0
SUB-SGW-539,EVT-01,0
SUB-SGW-540,EVT-01,0
SUB-SGW-541,EVT-01,0
SUB-SGW-542,EVT-01,0
SUB-SGW-543,EVT-01,0
SUB-SGW-544,EVT-01,0
SUB-SGW-545,EVT-01,0
SUB-SGW-546,EVT-01,0
SUB-SGW-547,EVT-01,0
SUB-SGW-548,EVT-01,0
SUB-SGW-549,EVT-01,0
SUB-SGW-550,EVT-01,0
SUB-SGW-551,EVT-01,1
SUB-SGW-552,EVT-01,0
SUB-SGW-553,EVT-01,0
SUB-SGW-554,EVT-01,0
SUB-SGW-555,EVT-01,0
SUB-SGW-556,EVT-01,0
SUB-SGW-557,EVT-01,0
SUB-SGW-558,EVT-01,0
SUB-SGW-559,EVT-01,0
SUB-SGW-560,EVT-01,0
SUB-SGW-561,EVT-01,0
SUB-SGW-562,EVT-01,0
SUB-SGW-563,EVT-01,0
SUB-SGW-564,EVT-01,0
SUB-SGW-565,EVT-01,0
SUB-SGW-566,EVT-01,0
SUB-SGW-567,EVT-01,0
SUB-SGW-568,EVT-01,0
SUB-SGW-569,EVT-01,0
SUB-SGW-570,EVT-01,0
SUB-SGW-571,EVT-01,0
SUB-SGW-572,EVT-01,0
SUB-SGW-573,EVT-01,0
SUB-SGW-574,EVT-01,0
SUB-SGW-575,EVT-01,0
SUB-SGW-576,EVT-01,0
SUB-SGW-577,EVT-01,0
SUB-SGW-578,EVT-01,0
SUB-SGW-579,EVT-01,0
SUB-SGW-580,EVT-01,0
SUB-SGW-581,EVT-01,0
SUB-SGW-582,EVT-01,0
SUB-SGW-583,EVT-01,0
SUB-SGW-584,EVT-01,0
SUB-SGW-585,EVT-01,0
SUB-SGW-586,EVT-01,0
SUB-SGW-587,EVT-01,0
SUB-SGW-588,EVT-01,0
SUB-SGW-589,EVT-01,0
SUB-SGW-590,EVT-01,0
SUB-SGW-591,EVT-01,0
SUB-SGW-592,EVT-01,0
SUB-SGW-593,EVT-01,0
SUB-SGW-594,EVT-01,0
SUB-SGW-595,EVT-01,0
SUB-SGW-596,EVT-01,0
SUB-SGW-597,EVT-01,0
SUB-SGW-598,EVT-01,0
SUB-SGW-599,EVT-01,0
SUB-SGW-600,EVT-01,0
SUB-SGW-601,EVT-01,0
SUB-SGW-602,EVT-01,0
SUB-SGW-603,EVT-01,0
SUB-SGW-604,EVT-01,0
SUB-SGW-605,EVT-01,0
SUB-SGW-606,EVT-01,0
SUB-SGW-607,EVT-01,0
SUB-SGW-608,EVT-01,0
SUB-SGW-609,EVT-01,0
SUB-SGW-610,EVT-01,0
SUB-SGW-611,EVT-01,0
SUB-SGW-612,EVT-01,0
SUB-SGW-613,EVT-01,0
SUB-SGW-614,EVT-01,0
SUB-SGW-615,EVT-01,0
SUB-SGW-616,EVT-01,0
SUB-SGW-617,EVT-01,0
SUB-SGW-618,EVT-01,0
SUB-SGW-619,EVT-01,0
SUB-SGW-620,EVT-01,0
SUB-SGW-621,EVT-01,0
SUB-SGW-622,EVT-01,0
SUB-SGW-623,EVT-01,0
SUB-SGW-624,EVT-01,0
SUB-SGW-625,EVT-01,0
SUB-SGW-626,EVT-01,0
SUB-SGW-627,EVT-01,0
SUB-SGW-628,EVT-01,0
SUB-SGW-629,EVT-01,0
SUB-SGW-630,EVT-01,0
SUB-SGW-631,EVT-01,0
SUB-SGW-632,EVT-01,0
SUB-SGW-633,EVT-01,0
SUB-SGW-634,EVT-01,0
SUB-SGW-635,EVT-01,0
SUB-SGW-636,EVT-01,0
SUB-SGW-637,EVT-01,0
SUB-SGW-638,EVT-01,0
SUB-SGW-639,EVT-01,0
SUB-SGW-640,EVT-01,0
SUB-SGW-641,EVT-01,0
SUB-SGW-642,EVT-01,0
SUB-SGW-643,EVT-01,0
SUB-SGW-644,EVT-01,0
SUB-SGW-645,EVT-01,0
SUB-SGW-646,EVT-01,0
SUB-SGW-647,EVT-01,0
SUB-SGW-648,EVT-01,0
SUB-SGW-649,EVT-01,0
SUB-SGW-650,EVT-01,0
SUB-SGW-651,EVT-01,0
SUB-SGW-652,EVT-01,0
SUB-SGW-653,EVT-01,0
SUB-SGW-654,EVT-01,0
SUB-SGW-655,EVT-01,0
SUB-SGW-656,EVT-01,0
SUB-SGW-657,EVT-01,0
SUB-SGW-658,EVT-01,0
SUB-SGW-659,EVT-01,0
SUB-SGW-660,EVT-01,0
SUB-SGW-661,EVT-01,0
SUB-SGW-662,EVT-01,0
SUB-SGW-663,EVT-01,0
SUB-SGW-664,EVT-01,0
SUB-SGW-665,EVT-01,0
SUB-SGW-666,EVT-01,0
SUB-SGW-667,EVT-01,0
SUB-SGW-668,EVT-01,0
SUB-SGW-669,EVT-01,0
SUB-SGW-670,EVT-01,0
SUB-SGW-671,EVT-01,0
SUB-SGW-672,EVT-01,0
SUB-SGW-673,EVT-01,0
SUB-SGW-674,EVT-01,0
SUB-SGW-675,EVT-01,0
SUB-SGW-676,EVT-01,0
SUB-SGW-677,EVT-01,0
SUB-SGW-678,EVT-01,0
SUB-SGW-679,EVT-01,0
SUB-SGW-680,EVT-01,0
SUB-SGW-681,EVT-01,0
SUB-SGW-682,EVT-01,0
SUB-SGW-683,EVT-01,0
SUB-SGW-684,EVT-01,0
SUB-SGW-685,EVT-01,0
SUB-SGW-686,EVT-01,0
SUB-SGW-687,EVT-01,0
SUB-SGW-688,EVT-01,0
SUB-SGW-689,EVT-01,0
SUB-SGW-690,EVT-01,0
SUB-SGW-691,EVT-01,0
SUB-SGW-692,EVT-01,0
SUB-SGW-693,EVT-01,0
SUB-SGW-694,EVT-01,0
SUB-SGW-695,EVT-01,0
SUB-SGW-696,EVT-01,0
SUB-SGW-697,EVT-01,0
SUB-SGW-698,EVT-01,0
SUB-SGW-699,EVT-01,0
SUB-SGW-700,EVT-01,0
SUB-SGW-701,EVT-01,0
SUB-SGW-702,EVT-01,0
SUB-SGW-703,EVT-01,0
SUB-SGW-704,EVT-01,0
SUB-SGW-705,EVT-01,0
SUB-SGW-706,EVT-01,0
SUB-SGW-707,EVT-01,0
SUB-SGW-708,EVT-01,0
SUB-SGW-709,EVT-01,0
SUB-SGW-710,EVT-01,0
SUB-SGW-711,EVT-01,0
SUB-SGW-712,EVT-01,0
SUB-SGW-713,EVT-01,0
SUB-SGW-714,EVT-01,0
SUB-SGW-715,EVT-01,0
SUB-SGW-716,EVT-01,0
SUB-SGW-717,EVT-01,0
SUB-SGW-718,EVT-01,0
SUB-SGW-719,EVT-01,0
SUB-SGW-720,EVT-01,0
SUB-SGW-721,EVT-01,0
SUB-SGW-722,EVT-01,0
SUB-SGW-723,EVT-01,0
SUB-SGW-724,EVT-01,0
SUB-SGW-725,EVT-01,0
SUB-SGW-726,EVT-01,0
SUB-SGW-727,EVT-01,0
SUB-SGW-728,EVT-01,0
SUB-SGW-729,EVT-01,0
SUB-SGW-730,EVT-01,0
SUB-SGW-731,EVT-01,0
SUB-SGW-732,EVT-01,0
SUB-SGW-733,EVT-01,0
SUB-SGW-734,EVT-01,0
SUB-SGW-735,EVT-01,0
SUB-SGW-736,EVT-01,0
SUB-SGW-737,EVT-01,0
SUB-SGW-738,EVT-01,0
SUB-SGW-739,EVT-01,0
SUB-SGW-740,EVT-01,0
SUB-SGW-741,EVT-01,0
SUB-SGW-742,EVT-01,0
SUB-SGW-743,EVT-01,0
SUB-SGW-744,EVT-01,0
SUB-SGW-745,EVT-01,0
SUB-SGW-746,EVT-01,0
SUB-SGW-747,EVT-01,0
SUB-SGW-748,EVT-01,0
SUB-SGW-749,EVT-01,0
SUB-SGW-750,EVT-01,0
SUB-SGW-751,EVT-01,0
SUB-SGW-752,EVT-01,0
SUB-SGW-753,EVT-01,0
SUB-SGW-754,EVT-01,0
SUB-SGW-755,EVT-01,0
SUB-SGW-756,EVT-01,0
SUB-SGW-757,EVT-01,0
SUB-SGW-758,EVT-01,0
SUB-SGW-759,EVT-01,0
SUB-SGW-760,EVT-01,0
SUB-SGW-761,EVT-01,0
SUB-SGW-762,EVT-01,0
SUB-SGW-763,EVT-01,0
SUB-SGW-764,EVT-01,0
SUB-SGW-765,EVT-01,0
SUB-SGW-766,EVT-01,0
SUB-SGW-767,EVT-01,0
SUB-SGW-768,EVT-01,0
SUB-SGW-769,EVT-01,0
SUB-SGW-770,EVT-01,0
SUB-SGW-771,EVT-01,0
SUB-SGW-772,EVT-01,0
SUB-SGW-773,EVT-01,0
SUB-SGW-774,EVT-01,0
SUB-SGW-775,EVT-01,0
SUB-SGW-776,EVT-01,0
